city,company,conditions,description,employment_mode,experience,max_salary,min_salary,name,publish_date,requirements,responsibilities,schedule,skills,url
Тюмень,Яндекс,,Яндекс — крупнейшая поисковая система и IT-компания  разрабатывающая сервисы и инструменты для пользы людей. «Помогать людям решать задачи и достигать своих целей в жизни» — именно так звучит миссия компании. Сегодня насчитывается более 80 сервисов Яндекса  и многие из них можно использовать для продвижения бизнеса.Мы ищем боевого менеджера по продажам. Ваша главная задача — предлагать готовые решения (контекстную рекламу) B2B-клиенту  чтобы он мог вывести бизнес на новый уровень.Мы готовы предоставить вам свободный выбор места и времени работы. Если вы разделяете наши взгляды  то мы будем рады вам в нашей команде!   Мы ждём  что вы:• очень внимательны и усидчивы;• умеете выстраивать тёплый диалог по телефону и не боитесь общаться с малознакомыми людьми;• не любите додумывать за собеседника и вместо этого предпочитаете задавать вопросы;• умеете самостоятельно и организованно выстраивать расписание рабочего дня;• занимались холодными продажами по телефону.   Наш успешный сотрудник:• обучаем;• гибок и адаптивен;• коммуникабелен;• умеет работать в команде.   Вам предстоит:• звонить клиентам из базы и привлекать новых клиентов (холодные продажи по целевой базе);• помогать клиентам осваивать новые продукты и инструменты;• выполнять план продаж;• вести отчётность о работе  фиксировать результаты общения с клиентами в системе.   Для работы вам потребуется:• компьютер или ноутбук;• высокоскоростной и устойчивый интернет;• гарнитура;• спокойное место без шума.   Условия:• официальное оформление по ТК РФ;• сдельно-премиальная оплата труда;• работа в максимально комфортных условиях — в любом городе и прямо из дома;• гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени.  ,Частичная занятость,1–3 года,,20000,Менеджер по продажам B2B,16 ноября 2020,,,удаленная работа,,https://hh.ru/vacancy/37086076
Тюмень,ООО  СМГ,,ОФИЦИАЛЬНЫЙ ДИЛЕР СОТОВОЙ СВЯЗИ TELE2 ПРИГЛАШАЕТ ВАС ПРИСОЕДИНИТЬСЯ К КОМАНДЕ ПРОФЕССИОНАЛОВ В Г. ТЮМЕНИ САЛОНЫ СВЯЗИ - «ВИЗИТНАЯ КАРТОЧКА» нашего бизнеса!! И ты можешь стать частью передовой команды! ЕСЛИ ТЫ:  Мечтаешь работать с технологиями  опережающими время и создающими будущее? Стремишься быть в гуще событий  в команде таких-же целеустремленных и драйвовых  как и ты? Хочешь знать  как это - приходить на работу с удовольствием? Уже получил высшее/среднее-профессиональное образование или заканчиваешь обучение и готов сделать первый шаг к своему успеху?  ТО ПРИХОДИ К НАМ  МЫ ЖДЕМ ТВОЕГО РЕЗЮМЕ!   ЧЕМ ТЫ БУДЕШЬ ЗАНИМАТЬСЯ?:  Консультировать покупателей и помогать им в выборе нового гаджета; Общаться с большим количеством людей и узнавать много нового и полезного; Помогать в установке и настройке дополнительных услуг (настройка смартфона  создание аккаунта  наклейка защитного стекла и другие услуги по запросу клиента.) Подключать новых абонентов к TELE2  консультировать о выгодных тарифах и подбирать максимально подходящий.  У ТЕБЯ БУДЕТ:  Крутая команда и помощь руководителя в обучении и решении рабочих вопросов; Вводное (стажировка оплачивается) и регулярное обучение - мир технологий быстро меняется  и ты будешь всегда в курсе самых актуальных новинок. Возможность отлично зарабатывать: гарантированный оклад + премия. Трудоустройство согласно ТК РФ; График работы 4/2 с 10 до 20; Своевременная выплата З/П ( 2 раза в месяц); Комфортное рабочее место и дружный коллектив.    МЫ ВЕРИМ В ВОЗМОЖНОСТИ человека и ПОМОГАЕМ раскрыть их даже тем  у кого НЕТ ОПЫТА! ПРИХОДИ  БУДЕТ КРУТО!,Полная занятость,не требуется,,35000,"Продавец-консультант TELE2 (Олимпийская, 10/1)",20 ноября 2020,,,полный день,Деловое общение;Работа в команде;Креативность;Обучение и развитие;Деловая коммуникация,https://hh.ru/vacancy/40471711
Тюмень,Билайн: Офисы продаж,,,Полная занятость,не требуется,45000,25000,Продавец-консультант,20 ноября 2020,,,полный день,,https://hh.ru/vacancy/40227113
Тюмень,ООО  Ворк,,Work5 помогает студентам  когда нужно сделать все строго по методичке и успеть в срок. Мы ищем сотрудников на удаленную работу. Все официально! Полностью! Вы умны  ответственны и заинтересованы получить работу автором с постоянным доходом. Кому подходит работа автором Есть законченное высшее образование или Вы студент старшего курса? У Вас свободный доступ в интернет — не проблема? Попробуйте себя в новом амплуа  если хоть что-то из этого можно сказать о Вас:   грамотный    дотошный    исполнительный    ответственный    умеете укладываться в дедлайн.   Мы предлагаем:   Задания на выбор.   Дополнительный доход  зависящий от Ваших умений.   Свободный график.   Работать удаленно у нас — прибыльно   Всегда много новых заказов.   Оплата стабильно раз в 2 недели.   Бонус за выполненные работы.   Как стать автором Пройдите тестирование. Сдав тест  Вы становитесь нашим автором и можете откликаться на заказы по своей тематике. Если Вы кандидат или доктор наук‚ тестирование проходить не нужно. Просто пришлите скан диплома с подтверждением Вашей степени. Делайте то  что нравится  в удобном для Вас графике и получайте дополнительный доход  работая с Work5.  ,Частичная занятость,не требуется,,40000,Автор по прикладной информатике,18 ноября 2020,,,удаленная работа,Английский язык;Пользователь ПК;1С: Документооборот;Грамотность;Грамотная речь,https://hh.ru/vacancy/40487935
Тюмень,ЧУДПО Учебный центр «Дельфа»,,Обязанности:  Проведение занятий в соответствии с программой Учебного центра в группе и индивидуально; Поддержание актуальности читаемого курса; Разработка тематических планов и методических материалов.  Требования:  Опыт преподавательской деятельности от 2-х лет; Отличное знание языка Go; Опыт в разработке веб-приложений; Опыт работы с базами данных; Наличие собственных проектов; Пунктуальность  ответственность  исполнительность; Грамотная речь; Умение доступно излагать учебный материал; Клиентоориентированность  доброжелательность; Нацеленность на результат.  Условия:  Оформление по ТК РФ; Сотрудникам и их детям предоставляется возможность проходить бесплатное обучение в учебном центре. ,Частичная занятость,1–3 года,,25000,Преподаватель курсов «Программирование на языке Go (Golang)»,16 ноября 2020,,,гибкий график,Грамотная речь;Преподаватель;Работа с базами данных;Обучение;Golang;Go,https://hh.ru/vacancy/40436357
Тюмень,АО  ТРАНСНЕФТЬ - СИБИРЬ филиал ТРМЗ,,Обязанности:  наладка на холостом ходу и в рабочем режиме механических и электромеханических устройств многооперационных станков с программным управлением для обработки деталей  требующих перестановок и комбинированного их крепления; корректировка режимов резания по результатам работы станка; подбор режущего  контрольно-измерительного инструмента и приспособлений по технологической карте и т.д.  Требования:  опыт работы по профессии не менее 3 лет; Наличие удостоверения\свидетельства  подтверждающего квалификацию по профессии.  Условия:  стабильная выплата заработной платы; ДМС; широкий социальный пакет; оплата проезда к месту отдыха и обратно; оплата санаторно-курортного лечения; частичная компенсация детского сада; выплата 13 заработной платы; премии к праздникам; доставка на работу; карьерный рост; материальная помощь к отпуску; стажевая надбавка за общий стаж работы по профессии; доплата за многостаночное обслуживание; сменный график работы. ,Полная занятость,3–6 лет,52000,38000,Наладчик станков и манипуляторов с программным управлением,18 ноября 2020,,,сменный график,,https://hh.ru/vacancy/39795774
Тюмень,Яндекс,,Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Карты нужны внимательные  тактичные и любознательные операторы с чувством юмора — обновлять данные в базах  следить за их верностью и актуальностью.   Что вы будете делать:  совершать звонки по сценарию задания; обновлять сведения в базе данных.  Для работы потребуются:  грамотный устный и письменный русский язык; умение работать с большими массивами информации; навыки уверенной работы на компьютере; тихое место на время работы; ноутбук или стационарный компьютер с ОС не ниже Windows 7; гарнитура; подключённый кабельный высокоскоростной интернет.  Мы ждем  что вы:  хотите и умеете помогать другим людям; вежливы  но не занудны; внимательны к деталям и всегда доводите дело до конца; не устаёте от однообразных задач; можете работать дома  не отлынивая и не отвлекаясь на очередной эпизод сериала; любите узнавать новое; готовы к насыщенному рабочему дню.  Что мы предлагаем:  работу из дома или любой точки  где есть стабильный интернет; бесплатную ip-телефонию; частичную занятость  гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве; официальное оформление на работу по совместительству с первого дня обучения; сдельную оплату; удалённое оплачиваемое обучение.     ,Частичная занятость,не требуется,,,Оператор саll-центра,26 октября 2020,,,удаленная работа,,https://hh.ru/vacancy/37445183
Тюмень,Tele2,,,Полная занятость,более 6 лет,,,Руководитель отдела развития,20 ноября 2020,,,полный день,,https://hh.ru/vacancy/40109748
Тюмень,Тензор,,,Полная занятость,1–3 года,60000,40000,Специалист по внедрению ЭДО (Программист 1С),12 ноября 2020,,,полный день,1С программирование,https://hh.ru/vacancy/40377405
Тюмень,АО  Золотые луга,,"Компания «Золотые Луга» - является одним из крупнейших производителей молочной продукции на территории Тюменской области. «Золотые луга» - это 3 торговые марки (""Золотые луга""  ""Живи Здорово""  ""Ситниковское"")  80 наименований продукции  8 филиалов продаж  650 сотрудников в команде и более миллиона довольных покупателей. «Золотые Луга» сегодня – это современная  клиентоориентированная компания  которая оснащена современным оборудованием и с вниманием относится к деталям  за счет чего непрерывно совершенствуется и обновляется! Каждый из нас стремится расти и развиваться  тем самым задавая нужный темп и направление компании. Успех компании – это результат работы всей команды! Совершенствуйся и ты вместе с нами! Ведущий разработчик 1С (рассмотрим вариант удаленной работы) Должностные обязанности:  Построение и поддержание оптимальной структуры учётных систем в компании. Анализ технических заданий пользователей на предмет целесообразности и влияния на существующие бизнес-процессы  проверка различных вариантов решения задач. Взаимодействие с разработчиком BI-аналитики    Требования:  Опыт работы в крупной производственной компании (желателен) Опыт работы Руководителем IT проектов  1С проектов Опыт разработки решений на платформе 1С 8.2/8.3 Знание языка запросов и СКД (система компоновки данных) Знание конфигураций 1С:УПП  1С:ERP Знание прикладных областей (производство  торговая деятельность  складской учет  логистика) Опыт самостоятельного ведения проектов  успешных внедрений продуктов на базе платформы 1С Опыт руководства и работы в команде разработчиков Опыт сбора и формализации требований  составления технических заданий постановки задач программистам Навыки оценки задач на автоматизацию на предмет влияния на существующие бизнес-процессы Настройка и публикация веб-сервисов  использование OData Понимание принципов реализации различных API    Условия:  Официальное трудоустройство согласно ТК РФ; Социальный пакет согласно ТК РФ; Своевременная и официальная заработная плата; Уровень заработной платы обсуждается с успешными кандидатами; Перспективы профессионального и карьерного роста. ",Полная занятость,3–6 лет,,,Ведущий разработчик 1С,16 ноября 2020,,,полный день,,https://hh.ru/vacancy/38352969
Тюмень,ГАУ ТО ЦЗН города Тюмени и Тюменского района,Трудоустройство в соответствии с трудовым кодексом интересные; амбициозные задачи; официальное трудоустройство согласно ТК РФ; стабильный доход; бюджетная организация Пятидневная рабочая неделя Оклад ждем Ваши резюме,"Обязанности: МКУ ""Комитет по информатизации"" требуется начальник службы отдела развития электронных услуг: -Разработка/внесение изменений/правка багов на web ресурсах; - Делегирование частей разработки подрядчикам  обеспечение интерфейса с ними  контроль сроков и качества их работы; - Осуществление общего руководства и координация работы отдела; - Планирование деятельности отдела в соответствии с бизнес-планом и задачами  поставленными руководством; - Написание API проекта  с интеграцией с мобильными приложениями; - Построение архитектуры БД; - Систем администрирования веб-сайтов на уровне разработчика; - Работа в команде; - Интеграция с различными внешними сервисами и корпоративными системами. - Разработка решений для внутреннего использования в организации. Стек технологий - уверенные знания PHP 7.x  SQL (MySQL); - уверенное владение JavaScript/JQuery  AJAX; - Знание адаптивной и кроссбраузерной верстки  HTML5  CSS3 (LESS  CASS)  FlexBox (без использования библиотек типа bootstrap); - Навыки работы с системами контроля версий (Git) Требования: - Высококвалифицированный специалист - Высокий уровень знания языка PHP (его сильные и слабые стороны); - Опыт работы с MySQL  оптимизации запросов; - Опыт работы с ORM; - Понимание и использование на практике принципов ООП‚ SOLID; - Уметь соблюдать установленные сроки либо вовремя сигнализировать о проблемах; - Высшее образование (желательно техническое образование в области информационных технологий); - Знание норм делового общения; - Умение решать конфликтные ситуации; - Навыки управления временем (навыки эффективного использования рабочего времени; - Опыт ведения проектов; - Опыт руководства подразделением  занимающегося реализацией интернет-проектов. Приветствуются! - Наличие github аккаунта с примерами Вашего кода (или возможность его предоставить). Опыт в коммерческой разработке обязателен Условия:  Трудоустройство в соответствии с трудовым кодексом интересные  амбициозные задачи; официальное трудоустройство согласно ТК РФ; офис в центре города  ул. Первомайская  20 стабильный доход  бюджетная организация Пятидневная рабочая неделя Оклад ждем Ваши резюме ",Полная занятость,1–3 года,37500,37500,Начальник отдела развития электронных услуг,20 ноября 2020,Трудоустройство в соответствии с трудовым кодексом интересные; амбициозные задачи; официальное трудоустройство согласно ТК РФ; стабильный доход; бюджетная организация Пятидневная рабочая неделя Оклад ждем Ваши резюме,Трудоустройство в соответствии с трудовым кодексом интересные; амбициозные задачи; официальное трудоустройство согласно ТК РФ; стабильный доход; бюджетная организация Пятидневная рабочая неделя Оклад ждем Ваши резюме,полный день,jQuery;JavaScript;Less;CSS3;Git,https://hh.ru/vacancy/39424693
Тюмень,Creative,,Привет! Мы - компания Creative. Уже более 15 лет мы занимаемся веб- и мобильной разработкой: создаем цифровое будущее компаний и стремимся стать лидерами на российском рынке. Работаем с крупными федеральными и зарубежными компаниями - Сбербанк  Альфа Банк  Банк Открытие  Газпромнефть  РБК  Utair  Московская биржа  Новостроев  Моссвет и многими другими. Команда: более 70 человек (бэкенд  фронтенд и мобильные разработчики  тестировщики  дизайнеры). Кто нам нужен: IOS-разработчики (Middle/Senior)  готовые в составе талантливой команды разработки делать масштабные проекты  приносящие реальную пользу людям. Требования по опыту и знаниям:  знание Objective-C/Swift (latest version); знание особенностей и тонкостей разработки под iOS; знание git и уверенное использование подходов и инструментов командной разработки и ревью кода; знание принципов построения архитектуры большого и сложного приложения; опыт написание unit-тестов и интеграционных тестов; опыт работы с API и интеграциями; уверенное понимание аспектов и этапов разработки мобильного приложения полного цикла (от настройки окружения до релиза в store); отличное знание библиотек и стека мобильной разработки; опыт работы в условиях ограниченной документации (постановка гипотез  реверс инженеринг  прототипирование).  Будет плюсом:  знание английского языка уровня Intermediate.  Условия:    Конкурентные финансовые компенсационные пакеты  которые пересматриваются каждые 6 месяцев. Бонусы и премии по результатам работы  значимым событиям (рождение детей  свадьба).   Индивидуально корректируемый график. Возможна удаленная работа.   Современный офис в центре города  хорошее железо и все  что нужно для комфортной работы.   Четкая организация процесса разработки.   Карьерные возможности (тимлидинг  стек технологий и.т.п.).   Пятничные встречи с интересными ребятами  поездки на конференции  обучение английскому языку за счет компании  обучение друг друга внутри компании  активные корпоративные мероприятия.   Дружелюбная  позитивная команда  свобода общения.   Программа релокации по переезду в г. Тюмень или г. Санкт-Петербург кандидатам из других городов.  ,Полная занятость,3–6 лет,160000,110000,IOS разработчик,21 ноября 2020,знание Objective-C/Swift (latest version); знание особенностей и тонкостей разработки под iOS; знание git и уверенное использование подходов и инструментов командной разработки и ревью кода; знание принципов построения архитектуры большого и сложного приложения; опыт написание unit-тестов и интеграционных тестов; опыт работы с API и интеграциями; уверенное понимание аспектов и этапов разработки мобильного приложения полного цикла (от настройки окружения до релиза в store); отличное знание библиотек и стека мобильной разработки; опыт работы в условиях ограниченной документации (постановка гипотез; реверс инженеринг; прототипирование).,,удаленная работа,Objective-C;iOS;Git;Английский язык;Mac Os;Swift,https://hh.ru/vacancy/40088026
Тюмень,Tele2,,,Полная занятость,3–6 лет,,,Старший инженер по эксплуатации и планированию транспортной сети,20 ноября 2020,,,полный день,,https://hh.ru/vacancy/40374538
Тюмень,Creative,,Привет! Мы - компания Creative. Уже более 15 лет мы занимаемся веб- и мобильной разработкой: создаем цифровое будущее компаний и стремимся стать лидерами на российском рынке. Работаем с крупными федеральными и зарубежными компаниями - Сбербанк  Альфа Банк  Банк Открытие  Газпромнефть  РБК  Utair  Московская биржа  Новостроев  Моссвет и многими другими. Команда: более 70 человек (бэкенд  фронтенд и мобильные разработчики  тестировщики  дизайнеры). Кто нам нужен: Android-разработчики (Middle/Senior)  готовые в составе талантливой команды разработки делать масштабные проекты  приносящие реальную пользу людям. Требования по опыту и знаниям:  отличные знания Java  Kotlin; опыт создания приложений с использованием паттернов проектирования: MVP  MVVM  MVI; умение работать с NFC  Google Maps API  Navigation drawer  Google Pay API  Material  View Binding; знание git и уверенное использование подходов и инструментов командной разработки и ревью кода; знание принципов построения архитектуры большого и сложного приложения; опыт написание unit-тестов и интеграционных тестов; опыт работы с API и интеграциями; уверенное понимание аспектов и этапов разработки мобильного приложения полного цикла (от настройки окружения до релиза в store); отличное знание библиотек и стека мобильной разработки; опыт работы в условиях ограниченной документации (постановка гипотез  реверс инженеринг  прототипирование).  Будет плюсом:  знание английского языка уровня Intermediate.  Условия:    Конкурентные финансовые компенсационные пакеты  которые пересматриваются каждые 6 месяцев. Бонусы и премии по результатам работы  значимым событиям (рождение детей  свадьба).   Индивидуально корректируемый график. Возможна удаленная работа.   Современный офис в центре города  хорошее железо и все  что нужно для комфортной работы.   Четкая организация процесса разработки.   Карьерные возможности (тимлидинг  стек технологий и.т.п.).   Пятничные встречи с интересными ребятами  поездки на конференции  обучение английскому языку за счет компании  обучение друг друга внутри компании  активные корпоративные мероприятия.   Дружелюбная  позитивная команда  свобода общения.   Программа релокации по переезду в г. Тюмень или г. Санкт-Петербург.  ,Полная занятость,3–6 лет,160000,110000,Android-разработчик,21 ноября 2020,отличные знания Java; Kotlin; опыт создания приложений с использованием паттернов проектирования: MVP; MVVM; MVI; умение работать с NFC; Google Maps API; Navigation drawer; Google Pay API; Material; View Binding; знание git и уверенное использование подходов и инструментов командной разработки и ревью кода; знание принципов построения архитектуры большого и сложного приложения; опыт написание unit-тестов и интеграционных тестов; опыт работы с API и интеграциями; уверенное понимание аспектов и этапов разработки мобильного приложения полного цикла (от настройки окружения до релиза в store); отличное знание библиотек и стека мобильной разработки; опыт работы в условиях ограниченной документации (постановка гипотез; реверс инженеринг; прототипирование).,,полный день,Android;Java;Git;Английский язык;Kotlin,https://hh.ru/vacancy/40091872
Тюмень,Билайн ШПД,,Компания Билайн ищет новых сотрудников.Вместе с нами ты будешь:Общаться с клиентамиРассказывать об услугах компанииЗаводить заявки на подключениеМы ждем от тебя:Коммуникабельности  ведь каждый день ты будешь общаться с большим количеством людейЖелания развиваться в продажах и нацеленность на результат – мы всему научим  но результат зависит только от тебяОтветственности – ты будешь выполнять план продаж и предоставлять отчетность по проделанной работеМы предлагаем:Удобный графикДостойная и своевременная оплата трудаМолодой  позитивный коллектив.Бесплатное обучение за счет компанииСтипендияБонусыКарьерный ростЕсли ты быстро учишься и хочешь построить карьеру в яркой компании – присоединяйся!Звони нам по контактному телефону ниже  либо оставляй отклик  договоримся на встречу в любое удобное тебе время.,Частичная занятость,не требуется,,20000,Начинающий специалист,14 ноября 2020,,,полный день,Активные продажи;Деловое общение;Работа в команде;Прямые продажи;Обучение и развитие;Навыки продаж;Агентские продажи,https://hh.ru/vacancy/40409918
Тюмень,Ремонт ПК (ИП Зиганшин Ильгиз Асхатович),,Мастер по ремонту компьютерной техники Требуемый опыт работы: 1–3 года Полная занятость  гибкий график В стабильно развивающуюся Компанию требуются мастера по ремонту компьютерной техники. Требования: • Знание принципов работы компьютеров  типовых неисправностей и программного обеспечения; • Навыки общения с клиентами; • Ответственность  добросовестность  пунктуальность; • Опыт работы в магазинах электроники и бытовой техники  а также в салонах сотовой связи является преимуществом. Обязанности: • Выезд к физическим и юридическим лицам; • Диагностика компьютерной техники; • Настройка  чистка модернизация  замена комплектующих и оптимизация работы; • Установка и настройка различного программного обеспечения; • Настройка сетевого оборудования  роутеров  Wi-Fi сетей и т.д.; • Настройка периферийных компьютерных устройств; • Поиск и удаление вирусов  установка и настройка антивирусных программ; • Качественный ремонт техники; • Согласование с клиентом стоимости ремонт; • Отчет о проделанной работе. Условия: • Заработная плата от 70.000 без потолка; • Регулярные тренинги; • Выплаты после КАЖДОГО заказа; • График работы 5/2 (выходные по выбору); • Стабильный объем работы (2-3 заказа в день минимум); • Официальное оформление с первого дня; • Помощь и обучение от менеджера  а также поддержка опытными мастерами; • Высокий процент от заказов (до 50 % от каждого заказа); Ключевые навыки Коммуникативные навыки,Полная занятость,1–3 года,,70000,Мастер по ремонту компьютеров,21 ноября 2020,,,полный день,Обучение и развитие;Ремонт ПК;Настройка ПО;Клиентоориентированность;Настройка ПК;Настройка сетевых подключений;Сборка ПК;Диагностика;Грамотная речь;Ведение переговоров;Ведение отчетности;Активные продажи;Способность обучать других;Планирование карьеры,https://hh.ru/vacancy/40018281
Тюмень,BDO Unicon Outsourcing,,"Компания BDO Unicon Outsourcing  лидер российского рынка услуг аутсорсинга бизнес-процессов  открывает вакансию Программиста 1С ЗУП (дистанционно). Вам предстоит программное сопровождение конфигураций ЗУП 3.1  ЗУП 2.5  ИЛИ программная разработка на проектах по переходу на ЗУП 3.1. с других версий и систем. Вам необходимо: • высшее образование • опыт работы на аналогичной должности от 2-х лет • владение приемами администрирования 1С ""Предприятие"" версии 8.2  8.3 • владение языком программирования 1С ""Предприятие"" версии 8.2  8.3 • знание типовых конфигураций ""Зарплата и управление персоналом 2.5""  ""Зарплата и управление персоналом 3.1""  ""Конвертация данных"" • умение анализировать  структурировать информацию. Мы предлагаем: • оформление в соответствии с ТК РФ • официальную заработную плату • обучение  доступ к профессиональной базе знаний  возможность использования справочных информационных систем • страхование жизни и страхование от несчастного случая • гибкий график работы (08.00-17.00  09.00-18.00  10.00-19.00 по московскому времени) • открытую и доверительную атмосферу в коллективе. О нас: Вакансия открыта в компании BDO Unicon Outsourcing  которая является частью ведущей мировой сети независимых аудиторских и консалтинговых компаний BDO  предлагающей услуги более чем в 150 странах мира.В России мы сотрудничаем с более чем 450 российскими и иностранными компаниями.По итогам 2019 года мы заняли II место в рэнкинге поставщиков аутсорсинга учетных функций RAEX.Имеем действующие сертификаты соответствия международным стандартам качества SSAE18 и ISAE3402 и менеджмента информационной безопасности ISO/ IEC 27001:2013.",Полная занятость,3–6 лет,,,Программист 1С ЗУП (дистанционно),20 ноября 2020,,,удаленная работа,,https://hh.ru/vacancy/40433280
